id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
686306,IL,INDIVIDUAL,10,ftd,A,MORTGAGE,2021-03-11,2021-02-13,2021-01-13,Fully Paid,2021-02-13,876090,Credit Card,A2,36,Not Verified,75000.0,0.1338,321.47,0.0579,10600.0,27,11414.0
496496,MA,INDIVIDUAL,10,Travelers Insurance Company,A,MORTGAGE,2021-03-10,2021-09-14,2021-11-11,Fully Paid,2021-12-11,636217,Credit Card,A2,36,Not Verified,51000.0,0.0574,221.55,0.0676,7200.0,34,7791.0
445706,NV,INDIVIDUAL,10,"Koinonia Foster Homes, Inc.",A,MORTGAGE,2021-10-09,2021-11-12,2021-10-12,Fully Paid,2021-11-12,544110,Credit Card,A2,36,Not Verified,113000.0,0.1319,65.23,0.074,2100.0,25,2348.0
470185,CA,INDIVIDUAL,10,Veteran's Administration,A,MORTGAGE,2021-12-09,2021-07-12,2021-07-12,Fully Paid,2021-08-12,593495,Credit Card,A2,36,Not Verified,107203.0,0.0951,186.36,0.074,6000.0,33,6685.0
807020,WA,INDIVIDUAL,10,Seattle Public Utilities,A,MORTGAGE,2021-07-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,1013462,Credit Card,A3,36,Not Verified,65253.0,0.0874,496.28,0.0699,16075.0,21,17866.0
648006,GA,INDIVIDUAL,10,"Weissman Nowack Curry & Wilco, PC",A,MORTGAGE,2021-01-11,2021-03-16,2021-09-13,Fully Paid,2021-10-13,829039,Credit Card,A3,36,Not Verified,60000.0,0.1292,186.81,0.0617,6125.0,18,6679.0
764106,PA,INDIVIDUAL,10,School District of Philadelphia,A,MORTGAGE,2021-06-11,2021-06-14,2021-12-11,Fully Paid,2022-01-11,964783,Credit Card,A3,36,Not Verified,48528.0,0.1545,308.73,0.0699,10000.0,14,10328.0
351780,AZ,INDIVIDUAL,10,Arizona State University,A,MORTGAGE,2021-07-08,2021-07-14,2021-07-11,Fully Paid,2021-08-11,351228,Credit Card,A3,36,Not Verified,91000.0,0.0636,219.36,0.08,7000.0,25,7897.0
714051,CA,INDIVIDUAL,10,JM Manufacturing Co.,A,MORTGAGE,2021-04-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,907383,Credit Card,A3,36,Not Verified,100000.0,0.0977,394.76,0.0692,12800.0,28,14211.0
608321,RI,INDIVIDUAL,10,McQuade's Pharmacy,A,MORTGAGE,2021-11-10,2021-11-13,2021-11-13,Fully Paid,2021-12-13,780370,Credit Card,A3,36,Not Verified,72000.0,0.1435,213.5,0.0617,7000.0,25,7687.0
605722,GA,INDIVIDUAL,10,The Dow Chemical Company,A,MORTGAGE,2021-11-10,2021-05-16,2021-12-10,Fully Paid,2022-01-10,777067,Credit Card,A3,36,Not Verified,96900.0,0.1211,283.65,0.0617,9300.0,56,9348.0
888658,IL,INDIVIDUAL,10,Baxter Healthcare,A,MORTGAGE,2021-09-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,1105111,Credit Card,A3,36,Not Verified,99600.0,0.2702,221.67,0.0751,7125.0,30,7980.0
450393,FL,INDIVIDUAL,10,United Food and Commercial Workers,A,MORTGAGE,2021-10-09,2021-10-12,2021-10-12,Fully Paid,2021-11-12,553917,Credit Card,A3,36,Not Verified,86044.0,0.1639,202.93,0.0774,6500.0,39,7305.0
740057,CA,INDIVIDUAL,10,AMERICAN HONDA MOTOR CORP,A,MORTGAGE,2021-04-11,2021-08-12,2021-08-12,Fully Paid,2021-09-12,937705,Credit Card,A4,36,Not Verified,81600.0,0.0075,279.92,0.0749,9000.0,16,9692.0
738782,CA,INDIVIDUAL,10,San Manuel Tribal Gaming Commission,A,MORTGAGE,2021-04-11,2021-09-14,2021-08-13,Fully Paid,2021-09-13,936249,Credit Card,A4,36,Not Verified,61838.4,0.1224,332.01,0.0749,10675.0,15,11862.0
802900,FL,INDIVIDUAL,10,FME,A,MORTGAGE,2021-07-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,1008610,Credit Card,A4,36,Not Verified,56000.0,0.1956,311.02,0.0749,10000.0,19,11197.0
749796,VA,INDIVIDUAL,10,Universal Health Services,A,MORTGAGE,2021-05-11,2021-03-16,2021-03-12,Fully Paid,2021-04-12,949065,Credit Card,A4,36,Not Verified,125000.0,0.138,317.24,0.0749,10200.0,53,10764.0
679794,TX,INDIVIDUAL,10,Pedernales Electric,A,MORTGAGE,2021-02-11,2021-01-15,2021-10-11,Fully Paid,2021-11-11,868425,Credit Card,A4,36,Not Verified,84000.0,0.2083,334.91,0.0729,10800.0,35,11225.0
423552,CA,INDIVIDUAL,10,Gencorp Aerojet,A,MORTGAGE,2021-07-09,2021-05-16,2021-03-10,Fully Paid,2021-04-10,498754,Credit Card,A4,36,Not Verified,199000.0,0.0836,319.47,0.0932,10000.0,30,10504.0
1043410,WI,INDIVIDUAL,10,G and K Services,A,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,1273734,Credit Card,A4,36,Not Verified,50000.0,0.2162,583.57,0.079,18650.0,23,21008.0
762989,FL,INDIVIDUAL,10,VMI,A,MORTGAGE,2021-05-11,2021-06-11,2021-07-11,Fully Paid,2021-08-11,963558,Credit Card,A4,36,Not Verified,63000.0,0.0792,559.83,0.0749,18000.0,31,18113.0
816278,NY,INDIVIDUAL,10,"Hitachi America, Ltd",A,MORTGAGE,2021-07-11,2021-04-12,2021-04-12,Fully Paid,2021-05-12,1023998,Credit Card,A4,36,Not Verified,65000.0,0.1082,597.16,0.0749,19200.0,28,20074.0
466024,CA,INDIVIDUAL,10,UC Regents,A,MORTGAGE,2021-12-09,2021-03-12,2021-03-12,Fully Paid,2021-04-12,585102,Credit Card,A4,36,Not Verified,91000.0,0.152,249.72,0.0859,7900.0,34,8912.0
883183,AZ,INDIVIDUAL,10,ARIZONA WHOLESALE SUPPLY CO,A,MORTGAGE,2021-09-11,2021-07-15,2021-10-14,Fully Paid,2021-11-14,1098438,Credit Card,A4,36,Not Verified,53000.0,0.1716,496.74,0.079,15875.0,36,17882.0
493347,TX,INDIVIDUAL,10,United Regional Hospital,A,MORTGAGE,2021-03-10,2021-03-13,2021-03-13,Fully Paid,2021-04-13,631148,Credit Card,A5,36,Not Verified,70000.0,0.1959,187.69,0.0788,6000.0,19,6757.0
433322,WA,INDIVIDUAL,10,Washington State Ferries,A,MORTGAGE,2021-09-09,2021-09-12,2021-10-12,Fully Paid,2021-11-12,515818,Credit Card,A5,36,Not Verified,52000.0,0.1089,444.81,0.0894,14000.0,19,16013.0
851197,IL,INDIVIDUAL,10,St.Joseph Health Center,A,MORTGAGE,2021-08-11,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1063099,Credit Card,A5,36,Not Verified,90000.0,0.056,568.14,0.0849,18000.0,24,20453.0
494852,OK,INDIVIDUAL,10,Integris Southwest Medical Center,A,MORTGAGE,2021-03-10,2021-05-10,2021-05-10,Fully Paid,2021-06-10,633665,Credit Card,A5,36,Not Verified,60000.0,0.2096,336.27,0.0788,10750.0,19,10822.0
845804,TX,INDIVIDUAL,10,PDX Inc.,A,MORTGAGE,2021-08-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,1057091,Credit Card,A5,36,Not Verified,48000.0,0.2765,209.11,0.0849,6625.0,21,7528.0
504016,TX,INDIVIDUAL,10,Aldine ISD,A,MORTGAGE,2021-04-10,2021-02-15,2021-09-11,Fully Paid,2021-10-11,648811,Credit Card,A5,36,Not Verified,53360.0,0.1993,327.66,0.0788,10475.0,21,11338.0
366620,VA,INDIVIDUAL,10,American Airlines,A,MORTGAGE,2021-12-08,2021-11-13,2021-12-11,Fully Paid,2022-01-11,379077,Credit Card,A5,36,Not Verified,150000.0,0.0747,288.85,0.0963,9000.0,20,10399.0
591073,NY,INDIVIDUAL,10,Ryder Integrated Logistics,A,MORTGAGE,2021-10-10,2021-09-13,2021-03-12,Fully Paid,2021-04-12,759184,Credit Card,A5,36,Not Verified,100000.0,0.167,406.66,0.0788,13000.0,43,14155.0
434611,CA,INDIVIDUAL,10,State of California,A,MORTGAGE,2021-08-09,2021-01-15,2021-03-12,Fully Paid,2021-04-12,518580,Credit Card,A5,36,Not Verified,75000.0,0.2364,317.72,0.0894,10000.0,31,11389.0
828798,CA,INDIVIDUAL,2,Kenco Logistics,A,MORTGAGE,2021-08-11,2021-08-14,2021-08-14,Fully Paid,2021-09-14,1037857,Credit Card,A1,36,Not Verified,27840.0,0.1013,72.39,0.0542,2400.0,23,2606.0
871322,CO,INDIVIDUAL,2,U.S. Department of the Interior,A,MORTGAGE,2021-09-11,2021-06-14,2021-05-14,Fully Paid,2021-06-14,1085397,Credit Card,A2,36,Not Verified,88000.0,0.0055,243.34,0.0599,8000.0,8,8748.0
404247,CA,INDIVIDUAL,2,Data Specialties Inc.,A,MORTGAGE,2021-05-09,2021-09-15,2021-06-12,Fully Paid,2021-07-12,450498,Credit Card,A2,36,Not Verified,120000.0,0.0703,155.96,0.0768,5000.0,22,5614.0
491757,PA,INDIVIDUAL,2,Capehart Scatchard,A,MORTGAGE,2021-03-10,2021-04-14,2021-03-13,Fully Paid,2021-04-13,628555,Credit Card,A2,36,Not Verified,41600.0,0.0568,138.47,0.0676,4500.0,16,4985.0
1002888,CO,INDIVIDUAL,2,Alpine Home Health Agency,A,MORTGAGE,2021-10-11,2021-09-15,2021-11-14,Fully Paid,2021-12-14,1229172,Credit Card,A3,36,Not Verified,36000.0,0.2887,149.34,0.0751,4800.0,21,5376.0
496997,NJ,INDIVIDUAL,2,F.C Kerbeck,A,MORTGAGE,2021-03-10,2021-05-16,2021-04-13,Fully Paid,2021-05-13,637002,Credit Card,A3,36,Not Verified,54000.0,0.1511,154.7,0.0714,5000.0,32,5569.0
364344,TX,INDIVIDUAL,2,"Longaro & Clarke, L.P.",A,MORTGAGE,2021-12-08,2021-08-09,2021-08-09,Fully Paid,2021-09-09,374767,Credit Card,A5,36,Not Verified,100000.0,0.106,431.69,0.0938,13500.0,20,13981.0
465367,CA,INDIVIDUAL,2,Public Health Institute,A,MORTGAGE,2021-12-09,2021-06-11,2021-12-10,Fully Paid,2022-01-10,583834,Credit Card,A5,36,Not Verified,92700.0,0.1502,158.86,0.0894,5000.0,28,5359.0
484364,FL,INDIVIDUAL,2,Ecuamerica International Inc,A,MORTGAGE,2021-02-10,2021-02-14,2021-03-12,Fully Paid,2021-04-12,616661,Credit Card,A5,36,Not Verified,32000.0,0.1193,375.37,0.0788,12000.0,27,13355.0
992140,CT,INDIVIDUAL,3,Cumulus Media of Danbury,A,MORTGAGE,2021-10-11,2021-10-14,2021-11-14,Fully Paid,2021-12-14,1216814,Credit Card,A4,36,Not Verified,32500.0,0.2415,391.13,0.079,12500.0,10,14081.0
633030,MA,INDIVIDUAL,3,WB Engineers,A,MORTGAGE,2021-12-10,2021-12-13,2021-01-14,Fully Paid,2021-02-14,810912,Credit Card,A4,36,Not Verified,90000.0,0.1264,444.68,0.0654,14500.0,20,16009.0
1023459,PA,INDIVIDUAL,3,Education Management Corporation,A,MORTGAGE,2021-11-11,2021-05-16,2021-01-14,Fully Paid,2021-02-14,1252285,Credit Card,A4,36,Not Verified,67000.0,0.2203,93.88,0.079,3000.0,59,3333.0
514874,CA,INDIVIDUAL,3,Anschutz Entertainment Group,A,MORTGAGE,2021-05-10,2021-04-13,2021-03-13,Fully Paid,2021-04-13,665560,Credit Card,A5,36,Not Verified,55000.0,0.043,156.41,0.0788,5000.0,16,5628.0
1016330,NY,INDIVIDUAL,3,Camp Venture,A,MORTGAGE,2021-11-11,2021-04-16,2021-12-14,Fully Paid,2022-01-14,1244038,Credit Card,A5,36,Not Verified,22080.0,0.2141,212.75,0.089,6700.0,22,7659.0
839036,SC,INDIVIDUAL,3,Michelin North America,A,MORTGAGE,2021-08-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,1049172,Credit Card,A5,36,Not Verified,40000.0,0.1923,69.44,0.0849,2200.0,12,2500.0
546657,CA,INDIVIDUAL,3,Cummins Insurance Agency,A,MORTGAGE,2021-07-10,2021-07-13,2021-08-13,Fully Paid,2021-09-13,704886,Credit Card,A5,36,Not Verified,66384.0,0.1612,312.82,0.0788,10000.0,26,11262.0
735574,NC,INDIVIDUAL,3,Duke University Hospital,A,MORTGAGE,2021-04-11,2021-03-16,2021-05-14,Fully Paid,2021-06-14,932331,Credit Card,A5,36,Not Verified,60000.0,0.1608,311.8,0.0766,10000.0,19,11225.0
832835,PA,INDIVIDUAL,4,Carnegie Mellon University,A,MORTGAGE,2021-08-11,2021-08-14,2021-08-14,Fully Paid,2021-09-14,1042330,Credit Card,A1,36,Not Verified,79100.0,0.1311,99.53,0.0542,3300.0,14,3583.0
756919,GA,INDIVIDUAL,4,Ingenix,A,MORTGAGE,2021-05-11,2021-05-14,2021-06-14,Fully Paid,2021-07-14,956895,Credit Card,A2,36,Not Verified,76000.0,0.0908,273.76,0.0599,9000.0,29,9855.0
778309,CA,INDIVIDUAL,4,"Department of Defence, USAF",A,MORTGAGE,2021-06-11,2021-04-14,2021-03-13,Fully Paid,2021-04-13,980852,Credit Card,A2,36,Not Verified,54216.0,0.1516,273.76,0.0599,9000.0,22,9697.0
630965,CA,INDIVIDUAL,4,Autodesk,A,MORTGAGE,2021-12-10,2021-10-11,2021-09-11,Fully Paid,2021-10-11,808330,Credit Card,A2,36,Not Verified,121000.0,0.1346,109.18,0.0579,3600.0,36,3740.0
769655,FL,INDIVIDUAL,4,CAMERONSEARCH STAFFING,A,MORTGAGE,2021-06-11,2021-11-15,2021-08-13,Fully Paid,2021-09-13,971143,Credit Card,A3,36,Not Verified,50000.0,0.1427,71.78,0.0699,2325.0,7,2562.0
877288,IL,INDIVIDUAL,4,Clements National Co.,A,MORTGAGE,2021-09-11,2021-02-15,2021-10-14,Fully Paid,2021-11-14,1092021,Credit Card,A3,36,Not Verified,65000.0,0.1028,466.67,0.0751,15000.0,27,16800.0
803032,PA,INDIVIDUAL,4,Carnegie Mellon University,A,MORTGAGE,2021-07-11,2021-08-14,2021-07-14,Fully Paid,2021-08-14,1008756,Credit Card,A3,36,Not Verified,79100.0,0.0569,489.33,0.0699,19150.0,14,17616.0
662722,GA,INDIVIDUAL,4,Northeast Georgia Health Systems,A,MORTGAGE,2021-01-11,2021-05-16,2021-02-14,Fully Paid,2021-03-14,847488,Credit Card,A3,36,Not Verified,65000.0,0.2369,111.03,0.0692,3600.0,24,3997.0
627214,OH,INDIVIDUAL,4,swagelok,A,MORTGAGE,2021-12-10,2021-04-14,2021-12-13,Fully Paid,2022-01-13,803709,Credit Card,A3,36,Not Verified,26400.0,0.0568,91.5,0.0617,3000.0,16,3295.0
495468,WA,INDIVIDUAL,4,"Norris, Beggs & Simpson",A,MORTGAGE,2021-03-10,2021-03-13,2021-04-13,Fully Paid,2021-05-13,634652,Credit Card,A3,36,Not Verified,36500.0,0.1131,262.99,0.0714,8500.0,24,9468.0
431052,AK,INDIVIDUAL,4,Situs Ergonomics,A,MORTGAGE,2021-05-10,2021-03-14,2021-05-13,Fully Paid,2021-06-13,511452,Credit Card,A4,36,Not Verified,45760.0,0.2494,298.65,0.0751,9600.0,20,10752.0
816096,LA,INDIVIDUAL,4,Jones Walker,A,MORTGAGE,2021-07-11,2021-07-14,2021-08-14,Fully Paid,2021-09-14,1023822,Credit Card,A4,36,Not Verified,114000.0,0.1632,373.22,0.0749,12000.0,41,13399.0
757804,NM,INDIVIDUAL,4,Sandia Corp.,A,MORTGAGE,2021-05-11,2021-05-16,2021-08-12,Fully Paid,2021-09-12,957885,Credit Card,A4,36,Not Verified,61000.0,0.1875,248.82,0.0749,8000.0,27,8581.0
436279,LA,INDIVIDUAL,4,Retif,A,MORTGAGE,2021-08-09,2021-02-10,2021-02-10,Fully Paid,2021-03-10,521928,Credit Card,A5,36,Not Verified,37000.0,0.0837,330.43,0.0894,10400.0,17,10766.0
754870,VA,INDIVIDUAL,4,Jones Adams Delp PC,A,MORTGAGE,2021-05-11,2021-05-16,2021-01-14,Fully Paid,2021-02-14,954625,Credit Card,A5,36,Not Verified,72072.0,0.0861,378.76,0.0849,12000.0,35,13479.0
469382,WY,INDIVIDUAL,4,"McKee, Marburger, & Fagnant P.C. CPA",A,MORTGAGE,2021-12-09,2021-04-16,2021-01-13,Fully Paid,2021-02-13,591919,Credit Card,A5,36,Not Verified,45000.0,0.1077,381.26,0.0894,12000.0,14,13726.0
980234,TX,INDIVIDUAL,4,Texans for Todd Staples,A,MORTGAGE,2021-11-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,1203411,Credit Card,A5,36,Not Verified,76800.0,0.1894,381.04,0.089,12000.0,33,13690.0
1011148,NC,INDIVIDUAL,5,Solstas Lab Partners,A,MORTGAGE,2021-11-11,2021-11-14,2021-11-14,Fully Paid,2021-12-14,1238206,Credit Card,A1,36,Not Verified,30576.0,0.0703,304.36,0.0603,10000.0,15,10957.0
486468,MN,INDIVIDUAL,5,OATI,A,MORTGAGE,2021-02-10,2021-10-11,2021-10-11,Fully Paid,2021-11-11,619971,Credit Card,A1,36,Not Verified,77000.0,0.0238,45.91,0.0639,1500.0,12,1616.0
884187,CA,INDIVIDUAL,5,Target,A,MORTGAGE,2021-09-11,2021-05-16,2021-01-13,Fully Paid,2021-02-13,1099592,Credit Card,A2,36,Not Verified,120000.0,0.1326,307.04,0.0662,10000.0,45,10678.0
491388,MN,INDIVIDUAL,5,St. Paul Public Schools,A,MORTGAGE,2021-03-10,2021-05-16,2021-12-12,Fully Paid,2022-01-12,627895,Credit Card,A3,36,Not Verified,45691.7,0.0544,216.58,0.0714,7000.0,24,7790.0
675652,IL,INDIVIDUAL,5,Capital Merchant Solutions,A,MORTGAGE,2021-04-11,2021-05-13,2021-05-12,Fully Paid,2021-06-12,863475,Credit Card,A3,36,Not Verified,49000.0,0.1867,83.27,0.0692,2700.0,18,2861.0
872908,CA,INDIVIDUAL,5,"MWH Americas, INC",A,MORTGAGE,2021-09-11,2021-09-14,2021-09-14,Fully Paid,2021-10-14,1087134,Credit Card,A4,36,Not Verified,60000.0,0.0096,217.72,0.0749,7000.0,7,7838.0
415811,GA,INDIVIDUAL,5,JM Waller Associates,A,MORTGAGE,2021-06-09,2021-04-14,2021-09-11,Fully Paid,2021-10-11,483669,Credit Card,A4,36,Not Verified,50000.0,0.0684,383.37,0.0932,12000.0,9,13671.0
854806,IL,INDIVIDUAL,5,Wintersteen & Dunning,A,MORTGAGE,2021-08-11,2021-12-15,2021-03-13,Fully Paid,2021-04-13,1067080,Credit Card,A4,36,Not Verified,65000.0,0.0908,513.18,0.0749,16500.0,20,17949.0
530959,CT,INDIVIDUAL,5,CT HOME MORTGAGE,A,MORTGAGE,2021-06-10,2021-02-13,2021-01-13,Fully Paid,2021-02-13,686523,Credit Card,A4,36,Not Verified,80000.0,0.0821,217.78,0.0751,7000.0,37,7820.0
518295,CA,INDIVIDUAL,5,Raytheon SAS,A,MORTGAGE,2021-05-10,2021-05-16,2021-06-13,Fully Paid,2021-07-13,669943,Credit Card,A4,36,Not Verified,92000.0,0.1739,245.0,0.0751,10000.0,31,8820.0
1055701,PA,INDIVIDUAL,5,Metro Bankstae,A,MORTGAGE,2021-12-11,2021-05-16,2021-03-14,Fully Paid,2021-04-14,1287267,Credit Card,A5,36,Not Verified,35000.0,0.1035,381.04,0.089,12000.0,19,13585.0
1009664,NC,INDIVIDUAL,5,CA Technologies,A,MORTGAGE,2021-11-11,2021-05-16,2021-11-14,Fully Paid,2021-12-14,1236429,Credit Card,A5,36,Not Verified,187000.0,0.062,444.55,0.089,14000.0,32,16004.0
610373,SD,INDIVIDUAL,6,State of South Dakota,A,MORTGAGE,2021-11-10,2021-11-13,2021-10-13,Fully Paid,2021-11-13,782793,Credit Card,A1,36,Not Verified,76000.0,0.1852,301.6,0.0542,10000.0,22,10857.0
1025512,CA,INDIVIDUAL,6,COUNTY OF ORANGE,A,MORTGAGE,2021-11-11,2021-04-13,2021-04-13,Fully Paid,2021-05-13,1254668,Credit Card,A3,36,Not Verified,83625.0,0.0409,410.67,0.0751,13200.0,16,14261.0
776995,AZ,INDIVIDUAL,6,Southern Wine & Spirits of Arizona,A,MORTGAGE,2021-06-11,2021-05-16,2021-03-14,Fully Paid,2021-04-14,979428,Credit Card,A3,36,Not Verified,46000.0,0.0107,463.09,0.0699,15000.0,37,16655.0
910287,NC,INDIVIDUAL,6,University of North Carolina,A,MORTGAGE,2021-10-11,2021-10-14,2021-10-14,Fully Paid,2021-11-14,1130838,Credit Card,A4,36,Not Verified,38100.0,0.1506,122.04,0.079,3900.0,27,4393.0
365969,CO,INDIVIDUAL,6,Lake County School District,A,MORTGAGE,2021-12-08,2021-06-15,2021-04-11,Fully Paid,2021-05-11,377395,Credit Card,A4,36,Not Verified,37500.0,0.1664,319.47,0.0932,10000.0,24,11414.0
772189,GA,INDIVIDUAL,6,University of Georgia,A,MORTGAGE,2021-06-11,2021-07-14,2021-06-14,Fully Paid,2021-07-14,974096,Credit Card,A4,36,Not Verified,85000.0,0.2095,282.25,0.0749,9075.0,33,10161.0
971457,OH,INDIVIDUAL,6,"Independence Excavating, Inc.",A,MORTGAGE,2021-10-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,1193195,Credit Card,A4,36,Not Verified,90000.0,0.1635,488.13,0.079,15600.0,18,17573.0
996712,TX,INDIVIDUAL,6,Livable Forest Fence,A,MORTGAGE,2021-10-11,2021-01-16,2021-11-14,Fully Paid,2021-12-14,1221770,Credit Card,A5,36,Not Verified,42000.0,0.0809,99.23,0.089,3125.0,7,3572.0
475351,CA,INDIVIDUAL,6,CHW,A,MORTGAGE,2021-01-10,2021-02-13,2021-01-13,Fully Paid,2021-02-13,601681,Credit Card,A5,36,Not Verified,110000.0,0.0547,190.63,0.0894,6000.0,29,6863.0
454791,CA,INDIVIDUAL,6,"Inovis USA, Inc",A,MORTGAGE,2021-11-09,2021-05-16,2021-11-12,Fully Paid,2021-12-12,563508,Credit Card,A5,36,Not Verified,95000.0,0.1552,381.26,0.0894,12000.0,16,13725.0
433805,CA,INDIVIDUAL,6,"J F Shea Co., Inc.",A,MORTGAGE,2021-12-09,2021-05-16,2021-12-12,Fully Paid,2022-01-12,517070,Credit Card,A5,36,Not Verified,125000.0,0.1316,508.35,0.0894,16000.0,46,18300.0
1013155,CA,INDIVIDUAL,7,"Buckman-Mitchell, Inc.",A,MORTGAGE,2021-11-11,2021-12-13,2021-12-13,Fully Paid,2022-01-13,1240329,Credit Card,A1,36,Not Verified,62000.0,0.2261,188.71,0.0603,6200.0,41,6733.0
623521,AZ,INDIVIDUAL,7,N/A,A,MORTGAGE,2021-12-10,2021-12-13,2021-12-13,Fully Paid,2022-01-13,799100,Credit Card,A3,36,Not Verified,55200.0,0.0378,183.0,0.0617,8900.0,10,6589.0
434914,CA,INDIVIDUAL,7,Self Employed,A,MORTGAGE,2021-08-09,2021-08-12,2021-09-12,Fully Paid,2021-10-12,519269,Credit Card,A3,36,Not Verified,28000.0,0.2237,234.14,0.0774,7500.0,20,8429.0
1015338,AZ,INDIVIDUAL,7,Banner Gateway Medical Center,A,MORTGAGE,2021-11-11,2021-05-16,2021-11-14,Fully Paid,2021-12-14,1242990,Credit Card,A4,36,Not Verified,70000.0,0.0713,391.13,0.079,12500.0,19,14081.0
880264,NJ,INDIVIDUAL,8,Millennium Dialysis Center,A,MORTGAGE,2021-09-11,2021-05-16,2021-09-14,Fully Paid,2021-10-14,1095236,Credit Card,A1,36,Not Verified,85000.0,0.0833,380.45,0.0603,12500.0,27,13696.0
451951,IL,INDIVIDUAL,8,City of Darien,A,MORTGAGE,2021-10-09,2021-10-12,2021-11-12,Fully Paid,2021-12-12,557333,Credit Card,A3,36,Not Verified,79618.0,0.0219,218.54,0.0774,7000.0,18,7867.0
805593,MI,INDIVIDUAL,8,Accident Fund Insurance,A,MORTGAGE,2021-07-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,1011654,Credit Card,A4,36,Not Verified,85000.0,0.0943,388.78,0.0749,12500.0,21,13996.0
522266,CA,INDIVIDUAL,8,City of Los Angeles,A,MORTGAGE,2021-05-10,2021-06-13,2021-06-13,Fully Paid,2021-07-13,675544,Credit Card,A4,36,Not Verified,88000.0,0.1961,311.11,0.0751,10000.0,18,11200.0
690245,CA,INDIVIDUAL,8,"TiVo, Inc",A,MORTGAGE,2021-03-11,2021-08-15,2021-03-14,Fully Paid,2021-04-14,880652,Credit Card,A4,36,Not Verified,48000.0,0.1372,446.55,0.0729,14400.0,25,16075.0
500812,WA,INDIVIDUAL,8,Nintendo of America,A,MORTGAGE,2021-04-10,2021-06-11,2021-06-11,Fully Paid,2021-07-11,643400,Credit Card,A4,36,Not Verified,105000.0,0.0486,311.1,0.0751,10000.0,27,10396.0
483174,CA,INDIVIDUAL,8,Sacramento Police Department,A,MORTGAGE,2021-02-10,2021-04-16,2021-09-12,Fully Paid,2021-10-12,614785,Credit Card,A5,36,Not Verified,58570.72,0.1014,344.09,0.0788,11000.0,17,12340.0
353071,CA,INDIVIDUAL,8,N/A,A,MORTGAGE,2021-08-08,2021-12-09,2021-12-09,Fully Paid,2022-01-09,356544,Credit Card,A5,36,Not Verified,84000.0,0.1611,134.42,0.0863,7500.0,13,4646.0
672861,NY,INDIVIDUAL,8,Falcon Express Lines,A,MORTGAGE,2021-02-11,2021-09-15,2021-03-14,Fully Paid,2021-04-14,860098,Credit Card,A5,36,Not Verified,90000.0,0.132,249.44,0.0766,8000.0,16,8980.0
803745,GA,INDIVIDUAL,9,Fundtech Corporation,A,MORTGAGE,2021-07-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,1009537,Credit Card,A1,36,Not Verified,90000.0,0.1041,301.6,0.0542,10000.0,24,10809.0
826476,CA,INDIVIDUAL,9,SoCalGas,A,MORTGAGE,2021-08-11,2021-12-12,2021-08-12,Fully Paid,2021-09-12,1035351,Credit Card,A2,36,Not Verified,67000.0,0.1211,316.35,0.0599,10400.0,15,10935.0
852817,MD,INDIVIDUAL,9,Mount St. Mary's University,A,MORTGAGE,2021-08-11,2021-05-16,2021-06-14,Fully Paid,2021-07-14,1064940,Credit Card,A2,36,Not Verified,90000.0,0.1143,194.68,0.0599,6400.0,22,7002.0
466046,CA,INDIVIDUAL,9,Anderson Financial Corporation,A,MORTGAGE,2021-12-09,2021-03-12,2021-02-12,Fully Paid,2021-03-12,585216,Credit Card,A3,36,Not Verified,106300.0,0.0689,187.32,0.0774,6000.0,22,6660.0
444618,VA,INDIVIDUAL,9,City of Falls Church Police Department,A,MORTGAGE,2021-10-09,2021-10-12,2021-10-12,Fully Paid,2021-11-12,542281,Credit Card,A3,36,Not Verified,77270.8,0.0733,93.66,0.0774,3000.0,11,3372.0
358748,FL,INDIVIDUAL,9,Orlando Regional Health,A,MORTGAGE,2021-10-08,2021-07-12,2021-09-10,Fully Paid,2021-10-10,365520,Credit Card,A3,36,Not Verified,74000.0,0.1146,256.96,0.08,8200.0,34,8999.0
833266,CA,INDIVIDUAL,9,Unlimited Innovations Inc.,A,MORTGAGE,2021-08-11,2021-02-13,2021-12-12,Fully Paid,2022-01-12,1042827,Credit Card,A4,36,Not Verified,90080.61,0.0673,171.06,0.0749,5500.0,7,5933.0
289587,AZ,INDIVIDUAL,9,Maricopa County,A,MORTGAGE,2021-07-08,2021-04-16,2021-07-11,Fully Paid,2021-08-11,289570,Credit Card,A4,36,Not Verified,70000.0,0.0281,236.14,0.0832,7500.0,14,8501.0
